symbol	chr	ucsc_chr	loc_start	fullname	GO
1700015E13Rik	1	chr1	172239012	hypothetical protein LOC76925	NA
1700016C15Rik	1	chr1	179663627	hypothetical protein LOC69428	NA
1700016D06Rik	8	chr8	11655604	hypothetical protein LOC76413	NA
1700016G05Rik	6	chr6	40464929	hypothetical protein LOC67690	NA
1700016H13Rik	5	chr5	104077605	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700016H13 product:hypothetical protein, full insert sequence.	NA
1700016K19Rik	11	chr11	75813563	hypothetical protein LOC74230	NA
1700016M24Rik	15	chr15	74436540	1700016M24Rik protein.	GO:0005794,GO:0008150,GO:0003674
1700017N19Rik	10	chr10	100057278	hypothetical protein LOC66605	NA
1700018B08Rik	8	chr8	124054922	hypothetical protein LOC76405	NA
1700018B24Rik	3	chr3	48412664	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700036F18 product:weakly similar to ENHANCER OF RUDIMENTARY HOMOLOG (RIKEN cDNA 1700018B24 gene).	NA
1700018C11Rik	4	chr4	63268345	hypothetical protein LOC75524	NA
1700018F24Rik	5	chr5	145803905	hypothetical protein LOC69396	NA
1700018L24Rik	8	chr8	11840918	hypothetical protein LOC75528	GO:0016021,GO:0016020
1700019A02Rik	1	chr1	53215590	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700019A02 product:hypothetical Glutamic acid-rich region containing protein, full insert sequence.	NA
1700019B03Rik	8	chr8	3470861	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700019B03 product:hypothetical protein, full insert sequence.	NA
1700019D03Rik	1	chr1	52982090	hypothetical protein LOC67080	NA
1700019E19Rik	12	chr12	87423536	hypothetical protein LOC76411	NA
1700019G17Rik	6	chr6	85850852	hypothetical protein LOC75541	NA
1700019H03Rik	2	chr2	180460064	hypothetical protein LOC228993	NA
1700019L03Rik	2	chr2	32633017	hypothetical protein LOC227736	NA
1700019M22Rik	12	chr12	97284976	hypothetical protein LOC69423	NA
1700019N12Rik	19	chr19	6997040	hypothetical protein LOC67077	NA
1700019N19Rik	19	chr19	58860485	hypothetical protein LOC67507	NA
1700019O17Rik	1	chr1	88322945	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700019O17 product:hypothetical protein, full insert sequence.	NA
1700019P01Rik	15	chr15	88744461	hypothetical protein LOC239591	NA
1700020A23Rik	2	chr2	130231281	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700020A23 product:hypothetical Serine phosphorylation site in HPr protein containing protein, full insert sequence (Hypothetical protein).	NA
1700020C07Rik	2	chr2	164652908	Uncharacterized protein C20orf165 homolog.	GO:0016021,GO:0016020
1700020C11Rik	11	chr11	3992229	mitochondrial protein 18 kDa	GO:0006915,GO:0015976,GO:0004089,GO:0008270,GO:0003674,GO:0007006,GO:0005739,GO:0005739
1700020D05Rik	19	chr19	5502866	mage-g2 protein	GO:0005575,GO:0003674,GO:0008150
1700020L24Rik	11	chr11	83251246	hypothetical protein LOC66330	NA
1700020N01Rik	10	chr10	21312957	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700020N01 product:weakly similar to BA162G10.3 (ZINC FINGER PROTEIN) (FRAGMENT) [Homo sapiens], full insert sequence.	NA
1700020O03Rik	12	chr12	87584994	hypothetical protein LOC70373	NA
1700021C14Rik	3	chr3	88086688	SSTK-interacting protein	NA
1700021F05Rik	10	chr10	43245034	hypothetical protein LOC67851	GO:0005739
1700021F07Rik	2	chr2	173348164	RIKEN cDNA 1700021F07 gene.	NA
1700021K02Rik	10	chr10	60637159	stromal protein associated with thymii and lymph	NA
1700021K14Rik	9	chr9	107898655	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700021K14 product:hypothetical Cadherin structure containing protein, full insert sequence.	NA
1700021K19Rik	16	chr16	32843084	hypothetical protein LOC224118	NA
1700021P22Rik	7	chr7	51752184	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700021N13 product:RIKEN cDNA 1700021N13 gene, full insert sequence.	NA
1700022C21Rik	17	chr17	37101919	hypothetical protein LOC76416	NA
1700022I11Rik	4	chr4	42982886	hypothetical protein LOC67317	NA
1700023A16Rik	6	chr6	146801120	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700023A16 product:hypothetical protein, full insert sequence.	GO:0016021,GO:0016020
1700023B02Rik	2	chr2	73122416	CBF1 interacting corepressor	NA
1700023D19Rik	7	chr7	51964289	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700023D19 product:hypothetical protein, full insert sequence.	GO:0016021,GO:0016020
1700023E05Rik	5	chr5	77445176	hypothetical protein LOC71868	NA
1700023F06Rik	11	chr11	103060274	1700023F06Rik protein.	NA
1700023I07Rik	X	chrX	22038854	hypothetical protein LOC76705	NA
1700024G10Rik	1	chr1	36619832	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700024G10 product:hypothetical Cytochrome c family heme-binding site containing protein, full insert sequence.	NA
1700024G13Rik	14	chr14	33189782	hypothetical protein LOC67085	NA
1700025D03Rik	X	chrX	134742733	hypothetical protein LOC67944	NA
1700025E21Rik	6	chr6	30462359	hypothetical protein LOC75647	NA
1700025F22Rik	19	chr19	11216020	hypothetical protein LOC69416	NA
1700025G04Rik	1	chr1	153740523	RIKEN cDNA 1700025G04	NA
1700025K23Rik	10	chr10	38838722	hypothetical protein LOC66337	NA
1700026D08Rik	7	chr7	90924479	hypothetical protein LOC75556	NA
1700026J04Rik	13	chr13	35002251	2 cells egg cDNA, RIKEN full-length enriched library, clone:B020023L03 product:hypothetical Aspartic acid-rich region profile containing protein, full insert sequence. (Fragment).	NA
1700026L06Rik	2	chr2	28547660	Rsb-66 protein	NA
1700027A23Rik	3	chr3	105800048	hypothetical protein LOC76420	NA
1700027D21Rik	10	chr10	76025110	hypothetical protein LOC76573	NA
1700027J05Rik	15	chr15	89015416	hypothetical protein LOC69440	NA
1700027N10Rik	17	chr17	46266286	hypothetical protein LOC75564	NA
1700028J19Rik	7	chr7	51485712	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700028J19 product:hypothetical RNA-binding region RNP-1 (RNA recognition motif) containing protein, full insert sequence.	NA
1700028K03Rik	5	chr5	107968167	hypothetical protein LOC76421	NA
1700028P14Rik	19	chr19	23633344	hypothetical protein LOC67483	GO:0016021,GO:0016020
1700029F09Rik	1	chr1	44143734	ES cells cDNA, RIKEN full-length enriched library, clone:2410101P04 product:hypothetical Esterase/lipase/thioesterase containing protein, full insert sequence.	NA
1700029F12Rik	13	chr13	97792405	hypothetical protein LOC66479 isoform 1	NA
1700029G01Rik	4	chr4	125827968	hypothetical protein LOC66938	NA
1700029H14Rik	8	chr8	13551909	hypothetical protein LOC66501 isoform 2	NA
1700029I01Rik	4	chr4	146549983	hypothetical protein LOC70005	NA
1700029I08Rik	17	chr17	33569912	hypothetical protein LOC69481	NA
1700029I15Rik	2	chr2	92223104	hypothetical protein LOC75641	NA
1700029J07Rik	8	chr8	47039099	hypothetical protein LOC69479	NA
1700029J11Rik	2	chr2	172298155	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700029J11 product:hypothetical protein, full insert sequence.	NA
1700029P11Rik	15	chr15	81810989	hypothetical protein LOC66346	GO:0005739
1700030B21Rik	X	chrX	62300859	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700030B21 product:hypothetical protein, full insert sequence (RIKEN cDNA 1700030B21 gene).	NA
1700030E15Rik	9	chr9	39955910	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700030E15 product:hypothetical protein, full insert sequence (RIKEN cDNA 1700030E15 gene).	NA
1700030F18Rik	15	chr15	99748881	hypothetical protein LOC72277	NA
1700030J22Rik	8	chr8	119495036	hypothetical protein LOC69528	NA
1700030K09Rik	8	chr8	74968648	hypothetical protein LOC72254	NA
1700031F05Rik	X	chrX	100055079	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700031F05 product:hypothetical protein, full insert sequence.	NA
1700034E13Rik	18	chr18	52820050	hypothetical protein LOC78414	NA
1700034H14Rik	18	chr18	85117038	hypothetical protein LOC67105	GO:0006810,GO:0016021,GO:0016020,GO:0005739,GO:0015031,GO:0055085
1700034I23Rik	3	chr3	40705805	hypothetical protein LOC73297	GO:0005739
1700034J05Rik	6	chr6	146900773	RIKEN cDNA 1700034J05 gene.	NA
1700034K16Rik	4	chr4	14593059	hypothetical protein LOC73314	NA
1700034M03Rik	6	chr6	3448522	16 days embryo lung cDNA, RIKEN full-length enriched library, clone:8430415E05 product:hypothetical protein, full insert sequence.	NA
1700034O15Rik	6	chr6	41634516	hypothetical protein LOC76606	GO:0005576
1700036D21Rik	9	chr9	110716542	testis serine protease 4	NA
1700037C18Rik	16	chr16	3906142	hypothetical protein LOC73261	NA
1700037H04Rik	2	chr2	130972610	hypothetical protein LOC67326	NA
1700039E15Rik	7	chr7	52538242	hypothetical protein LOC76713	GO:0016021,GO:0006810,GO:0015293
1700040I03Rik	6	chr6	85397170	hypothetical protein LOC73327	GO:0005576
1700040L02Rik	10	chr10	67893996	hypothetical protein LOC73287	NA
1700041B01Rik	15	chr15	78501241	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700041B01 product:hypothetical protein, full insert sequence. (Fragment).	NA
1700041B20Rik	2	chr2	126966292	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700041B20 product:hypothetical protein, full insert sequence.	NA
1700041C02Rik	4	chr4	118996602	hypothetical protein LOC73332	NA
1700041E20Rik	5	chr5	30788109	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700041E20 product:hypothetical EF-hand containing protein, full insert sequence (RIKEN cDNA 1700041E20 gene).	NA
1700042B14Rik	X	chrX	151559743	hypothetical protein LOC73347	NA
1700042G07Rik	4	chr4	115846005	hypothetical protein LOC67323	NA
1700045I19Rik	X	chrX	160198168	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700045I19 product:similar to HSD-4 PROTEIN (RIKEN cDNA 1700045I19 gene).	NA
1700047I17Rik1	12	chr12	56300692	hypothetical protein LOC73385	NA
1700049E17Rik	14	chr14	43953568	Mus musculus RCB-0464 Meth-A cDNA, RIKEN full-length enriched library, clone:G430067O17 product:unclassifiable, full insert sequence.	NA
1700049G17Rik	7	chr7	28695058	hypothetical protein LOC73430	NA
1700049K14Rik	14	chr14	64723198	hypothetical protein LOC73382	NA
1700049L16Rik	10	chr10	71442839	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700049L16 product:similar to CDNA FLJ13092 FIS, CLONE NT2RP3002147 (HN1 LIKE) (HYPOTHETICAL 20.1 kDa PROTEIN) (RIKEN cDNA 1700049L16 gene).	NA
1700052K11Rik	11	chr11	105042047	RIKEN cDNA 1700052K11 gene.	NA
1700052N19Rik	10	chr10	5892304	hypothetical protein LOC73419	NA
1700054N08Rik	8	chr8	126366241	hypothetical protein LOC73420	NA
1700054O13Rik	X	chrX	9424156	Huntingtin interacting protein M	GO:0006334,GO:0003677,GO:0005634,GO:0000786
1700055M20Rik	8	chr8	97843936	testis/prostate/placenta-expressed protein	NA
1700055N04Rik	19	chr19	3965998	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700055N04 product:hypothetical Aldehyde reductase (dehydrogenase), ALDH structure containing protein, full insert sequence.	NA
1700057G04Rik	9	chr9	92238464	hypothetical protein LOC78459	NA
1700057K13Rik	1	chr1	159029473	hypothetical protein LOC73435	NA
1700058C13Rik	2	chr2	153956271	hypothetical protein LOC73388	GO:0008289
1700060E18Rik	19	chr19	11244426	Testis-expressed transmembrane-4 protein Tetm4.2.	NA
1700060H10Rik	10	chr10	55834986	1700060H10Rik protein (Fragment).	NA
1700061G19Rik	17	chr17	57015683	hypothetical protein LOC78625	GO:0008150,GO:0005575,GO:0003674
1700061J05Rik	15	chr15	78216543	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700061J05 product:hypothetical protein, full insert sequence.	NA
1700063I17Rik	7	chr7	138479022	hypothetical protein LOC68223	NA
1700065D16Rik	9	chr9	95757819	hypothetical protein LOC73410	NA
1700065I17Rik	18	chr18	56748017	hypothetical protein LOC67343	NA
1700065O13Rik	17	chr17	33155347	RIKEN cDNA 1700065O13	NA
1700066B19Rik	18	chr18	35886741	hypothetical protein LOC73449	NA
1700067C01Rik	7	chr7	30490288	hypothetical protein LOC76718	NA
1700067K01Rik	8	chr8	86525727	hypothetical protein LOC73453	NA
1700067P10Rik	17	chr17	48226983	hypothetical protein LOC68224	NA
1700071K01Rik	11	chr11	81386159	hypothetical protein LOC237880	GO:0005739
1700072E05Rik	X	chrX	83290115	hypothetical protein LOC73495	NA
1700073E17Rik	6	chr6	145336116	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700073E17 product:unclassifiable, full insert sequence.	NA
1700074P13Rik	6	chr6	40870990	hypothetical protein LOC73481	GO:0008150,GO:0003674,GO:0005794
1700080E11Rik	9	chr9	105045769	hypothetical protein LOC73532	NA
1700080O16Rik	X	chrX	49322129	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700080O16 product:hypothetical MAGE family containing protein, full insert sequence (1700080O16Rik protein).	NA
1700081D17Rik	14	chr14	70247301	hypothetical protein LOC73523 isoform a	NA
1700081L11Rik	11	chr11	104217904	hypothetical protein LOC76719	NA
1700084C01Rik	1	chr1	171860104	hypothetical protein LOC78465	NA
1700088E04Rik	15	chr15	78965580	hypothetical protein LOC27660	NA
1700090G07Rik	17	chr17	87316804	Adult male testis cDNA, RIKEN full-length enriched library, clone:4930548L10 product:hypothetical Glutamine-rich region containing protein, full insert sequence. (Fragment).	GO:0016021,GO:0016020,GO:0008150,GO:0003674,GO:0005783
1700093K21Rik	11	chr11	23416439	hypothetical protein LOC67358	GO:0016021,GO:0016020
1700094C09Rik	8	chr8	12573105	hypothetical protein LOC78634	GO:0005576
1700094D03Rik	3	chr3	89866757	Uncharacterized protein C1orf189 homolog.	NA
1700101E01Rik	2	chr2	28907693	hypothetical protein LOC329375	NA
1700102P08Rik	9	chr9	108295569	hypothetical protein LOC112418	NA
1700106N22Rik	17	chr17	85490065	hypothetical protein LOC73582	NA
1700108L22Rik	3	chr3	40766108	2 cells egg cDNA, RIKEN full-length enriched library, clone:B020017I05 product:hypothetical RNA-binding protein Lupus Lal/Arginine-rich region profile containing protein, full insert sequence.	NA
1700108M19Rik	12	chr12	36935122	hypothetical protein LOC71156	NA
1700109F18Rik	2	chr2	74550049	2 days pregnant adult female ovary cDNA, RIKEN full-length enriched library, clone:E330022G09 product:hypothetical protein, full insert sequence.	NA
1700109H08Rik	5	chr5	3571752	hypothetical protein LOC77036	GO:0005509
1700110M21Rik	14	chr14	101597135	hypothetical protein LOC76627	NA
1700112C13Rik	9	chr9	110752240	testis serine protease 6	NA
1700113H08Rik	10	chr10	86668890	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700113H08 product:hypothetical protein, full insert sequence.	NA
1700113I22Rik	11	chr11	101280482	hypothetical protein LOC73635	NA
1700113O17Rik	2	chr2	17918164	histone variant H2al2	GO:0005634,GO:0003677,GO:0005694,GO:0000786
1700120B06Rik	8	chr8	122690471	hypothetical protein LOC436062	NA
1700120K04Rik	7	chr7	134747591	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700120K04 product:RIKEN cDNA 1700120K04 (Adult male testis cDNA, RIKEN full-length enriched library, clone:1700113F03 product:hypothetical protein, full insert sequence) (Adult male testis cDNA, RIKEN full-length enriched library, clone:1700109M05 product:RIKEN cDNA 1700120K04) (Adult male testis cDNA, RIKEN full- length enriched library, clone:1700086F19 product:hypothetical protein, full insert sequence).	NA
1700123I01Rik	19	chr19	6195679	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700123I01 product:hypothetical protein, full insert sequence.	NA
1700123K08Rik	5	chr5	139003192	hypothetical protein LOC76658	NA
1700123L14Rik	6	chr6	96114732	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700047N01 product:hypothetical protein, full insert sequence.	NA
1700123O20Rik	14	chr14	55308641	hypothetical protein LOC58248	NA
1700124K17Rik	15	chr15	96118125	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700124K17 product:hypothetical AT-rich interaction domain (ARID) containing protein, full insert sequence.	NA
1700125D06Rik	4	chr4	129168442	hypothetical protein LOC68233	NA
1700125F08Rik	10	chr10	60391007	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700125F08 product:inferred: RIKEN cDNA 1700125F08 gene / putative.	NA
1700126L10Rik	2	chr2	164296536	Adult male testis cDNA, RIKEN full-length enriched library, clone:1700126L10 product:weakly similar to CLG01 (DJ453C12.5) (P53 RESPONSE ELEMENT).	NA
1700127D06Rik	7	chr7	51200465	hypothetical protein LOC76999	NA
1700129C05Rik	14	chr14	59752240	Adult male testis cDNA, RIKEN full-length enriched library, clone:4930404D21 product:1700129C05RIK PROTEIN, full insert sequence (1700129C05Rik protein) (Adult male testis cDNA, RIKEN full-length enriched library, clone:1700129C05 product:hypothetical protein, full insert sequence) (Adult male testis cDNA, RIKEN full-length enriched library, clone:1700018E14 product:RIKEN cDNA 1700129C05).	NA
1700129I04Rik	7	chr7	89782973	hypothetical protein LOC330577	NA
1700129I15Rik	X	chrX	132253254	thymosin beta-like protein 1	NA
1810006K21Rik	19	chr19	10280925	Hypothetical protein 1810006K21Rik (13 days pregnant adult female placenta cDNA, RIKEN full-length enriched library, clone:I530004D22 product:NEF1 protein homolog).	GO:0016021,GO:0016020
1810007E14Rik	2	chr2	118603475	10 day old male pancreas cDNA, RIKEN full-length enriched library, clone:1810007E14 product:weakly similar to HOLOTRICIN 3 (Adult male small intestine cDNA, RIKEN full-length enriched library, clone:2010104G20 product:weakly similar to HOLOTRICIN 3).	NA
1810007P19Rik	4	chr4	125735924	oxidored-nitro domain-containing protein	NA
1810008A18Rik	10	chr10	76951094	hypothetical protein LOC108707	NA
1810008K16Rik	5	chr5	109206315	glycoprotein 25L	NA
1810009A15Rik	19	chr19	8963415	hypothetical protein LOC66276	NA
1810009J06Rik	6	chr6	40914787	RIKEN cDNA 1810009J06	GO:0016787,GO:0008233,GO:0008236
1810009O10Rik	11	chr11	78564411	hypothetical protein LOC69109	NA
1810010H24Rik	11	chr11	106889723	Mus musculus 10 day old male pancreas cDNA, RIKEN full-length enriched library, clone:1810010H24 product:unclassifiable, full insert sequence.	NA
1810010M01Rik	7	chr7	134193797	zymogen granule membrane protein 16	NA
1810011O10Rik	8	chr8	25549047	thyroid cancer-1	GO:0006915
1810012P15Rik	11	chr11	78649534	hypothetical protein LOC66274	NA
1810013D10Rik	5	chr5	53658408	Mus musculus adult male heart cDNA, RIKEN full-length enriched library, clone:1010001N24 product:RIKEN cDNA 1810013D10 gene, full insert sequence.	NA
1810013L24Rik	16	chr16	8830552	hypothetical protein LOC69053	NA
