symbol	chr	ucsc_chr	loc_start	fullname	GO
ABL1	9	9	133589706	c-abl oncogene 1, non-receptor tyrosine kinase	GO:0000115,GO:0000166,GO:0000287,GO:0003677,GO:0004713,GO:0004713,GO:0004713,GO:0004713,GO:0004715,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005634,GO:0005634,GO:0005634,GO:0005730,GO:0005730,GO:0005737,GO:0005829,GO:0005856,GO:0006298,GO:0006355,GO:0006464,GO:0006975,GO:0007155,GO:0007411,GO:0007596,GO:0008022,GO:0008630,GO:0016020,GO:0017124,GO:0018108,GO:0018108,GO:0018108,GO:0030036,GO:0030145,GO:0031965,GO:0042692,GO:0048471,GO:0051019,GO:0051149,GO:0051353,GO:0070064,GO:0071901
ABL2	1	1	179076852	v-abl Abelson murine leukemia viral oncogene homolog 2	GO:0000166,GO:0000287,GO:0004672,GO:0004713,GO:0004715,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005737,GO:0005829,GO:0005856,GO:0006464,GO:0007155,GO:0007165,GO:0007411,GO:0018108,GO:0030145,GO:0051353
ABLIM1	10	10	116196018	actin binding LIM protein 1	GO:0003779,GO:0005515,GO:0005737,GO:0007010,GO:0007411,GO:0007601,GO:0008270,GO:0009887,GO:0015629,GO:0045944,GO:0046872
ABLIM2	4	4	7968716	actin binding LIM protein family, member 2	GO:0003779,GO:0005634,GO:0005730,GO:0005737,GO:0005737,GO:0007010,GO:0007411,GO:0008270,GO:0015629,GO:0045111,GO:0046872
ABLIM3	5	5	148521658	actin binding LIM protein family, member 3	GO:0003779,GO:0005737,GO:0007010,GO:0007411,GO:0008270,GO:0045944,GO:0046872
ABO	9	9	136131052	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase transferase B, alpha 1-3-galactosyltransferase)	GO:0004380,GO:0004381,GO:0005576,GO:0005794,GO:0005975,GO:0006486,GO:0016020,GO:0016021,GO:0030173,GO:0032580,GO:0046872,GO:0016758
ABP1	7	7	150553558	Abp1p	GO:0005507,GO:0005576,GO:0005615,GO:0005777,GO:0008131,GO:0008201,GO:0009308,GO:0016491,GO:0046872,GO:0048038,GO:0052597,GO:0052598,GO:0052599,GO:0052600
ABR	17	17	909319	active BCR-related gene	GO:0005085,GO:0005089,GO:0005089,GO:0005096,GO:0005515,GO:0005622,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0006915,GO:0007264,GO:0008624,GO:0035023,GO:0043547,GO:0043547,GO:0048011,GO:0048011,GO:0051056
ABRA	8	8	107773264	actin-binding Rho activating protein	GO:0000060,GO:0003713,GO:0003779,GO:0005737,GO:0005886,GO:0006355,GO:0015031,GO:0015629,GO:0030017,GO:0035025,GO:0045944,GO:0051091,GO:0055085
ABT1	6	6	26597210	activator of basal transcription 1	GO:0000166,GO:0003677,GO:0003713,GO:0003723,GO:0005515,GO:0005634,GO:0005667,GO:0005730,GO:0006355,GO:0006366,GO:0021522
ABTB1	3	3	127391868	ankyrin repeat and BTB (POZ) domain containing 1	GO:0003746,GO:0005730,GO:0005737,GO:0005886
ABTB2	11	11	34173933	ankyrin repeat and BTB (POZ) domain containing 2	GO:0001558,GO:0003674,GO:0003677,GO:0005575
ACAA1	3	3	38164537	acetyl-CoA acyltransferase 1	GO:0003988,GO:0005515,GO:0005777,GO:0005782,GO:0006091,GO:0006631,GO:0008415,GO:0016740,GO:0033540,GO:0043231,GO:0044255
ACAA2	18	18	47310216	acetyl-CoA acyltransferase 2	GO:0003988,GO:0005515,GO:0005739,GO:0005739,GO:0005743,GO:0005759,GO:0006084,GO:0006629,GO:0006631,GO:0006635,GO:0006695,GO:0006916,GO:0008415,GO:0016740
ACACA	17	17	35444250	acetyl-CoA carboxylase alpha	GO:0000166,GO:0001894,GO:0003989,GO:0003989,GO:0004075,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005625,GO:0005737,GO:0005739,GO:0005829,GO:0005829,GO:0006084,GO:0006112,GO:0006633,GO:0009374,GO:0014070,GO:0016874,GO:0019432,GO:0031325,GO:0035338,GO:0042493,GO:0044255,GO:0044268,GO:0046872,GO:0051289,GO:0051289,GO:0055088
ACACB	12	12	109577210	acetyl-CoA carboxylase beta	GO:0000166,GO:0003989,GO:0003989,GO:0004075,GO:0005515,GO:0005515,GO:0005524,GO:0005737,GO:0005794,GO:0005829,GO:0005829,GO:0006084,GO:0006112,GO:0006633,GO:0006853,GO:0012505,GO:0016020,GO:0016874,GO:0031325,GO:0044255,GO:0046320,GO:0046872,GO:0051289
ACAD10	12	12	112130513	acyl-CoA dehydrogenase family, member 10	GO:0003995,GO:0016772,GO:0016787,GO:0050660
ACAD11	3	3	132277814	acyl-CoA dehydrogenase family, member 11	GO:0003995,GO:0005777,GO:0016772,GO:0050660
ACAD8	11	11	134123494	acyl-CoA dehydrogenase family, member 8	GO:0003995,GO:0005739,GO:0005759,GO:0006355,GO:0006629,GO:0009083,GO:0034641,GO:0050660
ACAD9	3	3	128598534	acyl-CoA dehydrogenase family, member 9	GO:0003995,GO:0005739,GO:0050660
ACADL	2	2	211053684	acyl-CoA dehydrogenase, long chain	GO:0000062,GO:0001659,GO:0003995,GO:0003995,GO:0004466,GO:0005737,GO:0005739,GO:0005759,GO:0005759,GO:0006631,GO:0006635,GO:0006635,GO:0016401,GO:0019254,GO:0031966,GO:0033539,GO:0042413,GO:0042758,GO:0044242,GO:0044255,GO:0045717,GO:0046322,GO:0050660,GO:0051289,GO:0055114,GO:0090181
ACADM	1	1	76190472	acyl-CoA dehydrogenase, C-4 to C-12 straight chain	GO:0003995,GO:0003995,GO:0003995,GO:0003995,GO:0003995,GO:0005739,GO:0005739,GO:0005759,GO:0005759,GO:0005759,GO:0006635,GO:0006635,GO:0006635,GO:0019254,GO:0033539,GO:0033539,GO:0033539,GO:0042802,GO:0044255,GO:0045329,GO:0050660,GO:0051791,GO:0051793,GO:0055114,GO:0070991,GO:0070991,GO:0070991
ACADS	12	12	121163688	acyl-CoA dehydrogenase, C-2 to C-3 short chain	GO:0000062,GO:0003995,GO:0003995,GO:0004085,GO:0005739,GO:0005759,GO:0005759,GO:0006631,GO:0006635,GO:0033539,GO:0042594,GO:0044255,GO:0046359,GO:0050660,GO:0051289,GO:0051384
ACADSB	10	10	124768545	acyl-CoA dehydrogenase, short/branched chain	GO:0003995,GO:0005739,GO:0005759,GO:0006629,GO:0006631,GO:0006637,GO:0009055,GO:0009083,GO:0016937,GO:0034641,GO:0050660
ACADVL	17	17	7123303	acyl-CoA dehydrogenase, very long chain	GO:0000062,GO:0001659,GO:0003995,GO:0004466,GO:0005739,GO:0005743,GO:0005759,GO:0006631,GO:0006635,GO:0015980,GO:0016020,GO:0017099,GO:0033539,GO:0042645,GO:0042760,GO:0044255,GO:0045717,GO:0046322,GO:0050660,GO:0090181
ACAN	15	15	89379437	aggrecan	GO:0001501,GO:0005201,GO:0005515,GO:0005529,GO:0005540,GO:0005576,GO:0005578,GO:0006508,GO:0007155,GO:0031012
ACAP1	17	17	7240053	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	GO:0004629,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0006629,GO:0015031,GO:0032312,GO:0035556,GO:0046872,GO:0008270,GO:0008060
ACAP2	3	3	195000056	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	GO:0032312,GO:0046872,GO:0008270,GO:0008060
ACAP3	1	1	1228943	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	GO:0007165,GO:0008060,GO:0008093,GO:0008270,GO:0017124,GO:0032312,GO:0046847,GO:0046872
ACAT1	11	11	107992333	acetyl-CoA acetyltransferase 1	GO:0001889,GO:0003985,GO:0003985,GO:0005515,GO:0005739,GO:0005759,GO:0005759,GO:0007420,GO:0008415,GO:0009083,GO:0009725,GO:0014070,GO:0016740,GO:0019899,GO:0034641,GO:0042594,GO:0042803,GO:0043441,GO:0044255,GO:0046872,GO:0046950,GO:0046951,GO:0046952,GO:0050662,GO:0051260,GO:0060612,GO:0072229
ACAT2	6	6	160183119	acetoacetyl-CoA thiolase 2, embryo defective 1276	GO:0003985,GO:0005515,GO:0005634,GO:0005730,GO:0005737,GO:0005737,GO:0005739,GO:0006629,GO:0008415,GO:0016740
ACBD3	1	1	226334310	acyl-CoA binding domain containing 3	GO:0000062,GO:0000139,GO:0005515,GO:0005739,GO:0005794,GO:0006694,GO:0006810,GO:0016020,GO:0016021
ACBD4	17	17	43213511	acyl-CoA binding domain containing 4	GO:0000062,GO:0005488
ACBD5	10	10	27486358	acyl-CoA binding domain containing 5	GO:0000062,GO:0006810,GO:0008289,GO:0016020,GO:0016021
ACBD6	1	1	180257497	acyl-CoA binding domain containing 6	GO:0005488,GO:0005634,GO:0005730,GO:0005737,GO:0000062
ACBD7	10	10	15120528	acyl-CoA binding domain containing 7	GO:0000062,GO:0005488
ACCN1	17	17	31340982	amiloride-sensitive cation channel 1, neuronal	GO:0005216,GO:0005515,GO:0005886,GO:0005887,GO:0006811,GO:0007268,GO:0007417,GO:0007422,GO:0015280,GO:0015672
ACCN2	12	12	50452549	amiloride-sensitive cation channel 2, neuronal	GO:0005216,GO:0005515,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006814,GO:0006816,GO:0007165,GO:0009268,GO:0015280
ACCN3	7	7	150745972	amiloride-sensitive cation channel 3	GO:0005261,GO:0005272,GO:0005737,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0007165,GO:0007600,GO:0015280,GO:0035725
ACCN4	2	2	220379065	amiloride-sensitive cation channel 4, pituitary	GO:0005216,GO:0005272,GO:0005887,GO:0006810,GO:0006811,GO:0015081,GO:0016020,GO:0071436
ACCN5	4	4	156751007	amiloride-sensitive cation channel 5, intestinal	GO:0005216,GO:0005886,GO:0006811,GO:0015280,GO:0016021
ACCS	11	11	44089177	1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)	GO:0003824,GO:0016847,GO:0030170,GO:0042803,GO:0016769,GO:0009058
ACCSL	11	11	44069586	1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)-like	GO:0003824,GO:0016847,GO:0030170,GO:0016769,GO:0009058
ACD	16	16	67691508	adrenocortical dysplasia homolog (mouse)	GO:0000723,GO:0000723,GO:0000723,GO:0000781,GO:0000783,GO:0001501,GO:0001655,GO:0003677,GO:0005515,GO:0005515,GO:0005634,GO:0005654,GO:0005654,GO:0005694,GO:0006886,GO:0016233,GO:0016233,GO:0030326,GO:0031848,GO:0032202,GO:0032211,GO:0032211,GO:0035282,GO:0051973,GO:0060381,GO:0070182,GO:0070198
ACE	17	17	61554455	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	GO:0005886,GO:0005515,GO:0003779,GO:0001666,GO:0001822,GO:0001974,GO:0002005,GO:0002019,GO:0002446,GO:0003081,GO:0004180,GO:0005576,GO:0005615,GO:0005615,GO:0005624,GO:0005624,GO:0005768,GO:0005886,GO:0006508,GO:0008144,GO:0008217,GO:0008217,GO:0008233,GO:0008237,GO:0008237,GO:0008237,GO:0008237,GO:0008237,GO:0008241,GO:0008241,GO:0008241,GO:0008241,GO:0008241,GO:0008270,GO:0009897,GO:0014910,GO:0016021,GO:0019229,GO:0019233,GO:0031404,GO:0031667,GO:0031711,GO:0032496,GO:0032943,GO:0042277,GO:0042312,GO:0042447,GO:0042447,GO:0042755,GO:0043065,GO:0043171,GO:0046872,GO:0050482,GO:0050729,GO:0050769,GO:0060218
ACE2	X	X	15580027	Ace2p	GO:0001618,GO:0001817,GO:0001948,GO:0001948,GO:0002005,GO:0003051,GO:0003081,GO:0003081,GO:0004180,GO:0004180,GO:0004180,GO:0004180,GO:0005576,GO:0005615,GO:0005886,GO:0006508,GO:0008233,GO:0008237,GO:0008241,GO:0008270,GO:0009986,GO:0016021,GO:0019229,GO:0032800,GO:0042127,GO:0042312,GO:0044419,GO:0045121,GO:0046718,GO:0046813,GO:0046872,GO:0050727,GO:2000379
ACER1	19	19	6306724	alkaline ceramidase 1	GO:0005783,GO:0005789,GO:0006665,GO:0016020,GO:0016021,GO:0016787,GO:0017040,GO:0019216,GO:0046514
ACER2	9	9	19409082	alkaline ceramidase 2	GO:0000139,GO:0001953,GO:0005794,GO:0006629,GO:0006665,GO:0006672,GO:0008284,GO:0016020,GO:0016021,GO:0016787,GO:0017040,GO:0017040,GO:0017040,GO:0030173,GO:0032526,GO:0033629,GO:0046512,GO:0046512,GO:0090285
ACER3	11	11	76572020	alkaline ceramidase 3	GO:0000139,GO:0005783,GO:0005789,GO:0005794,GO:0006665,GO:0006672,GO:0008284,GO:0016020,GO:0016021,GO:0016787,GO:0016811,GO:0030173,GO:0030176,GO:0046512,GO:0070774,GO:0070774,GO:0070774,GO:0071602,GO:0071602
ACHE	7	7	100487834	acetylcholinesterase	GO:0001507,GO:0001540,GO:0001919,GO:0002076,GO:0003990,GO:0003990,GO:0004091,GO:0004104,GO:0004104,GO:0005515,GO:0005515,GO:0005515,GO:0005518,GO:0005576,GO:0005576,GO:0005576,GO:0005605,GO:0005615,GO:0005634,GO:0005788,GO:0005794,GO:0005886,GO:0006260,GO:0006581,GO:0007155,GO:0007155,GO:0007268,GO:0007268,GO:0007271,GO:0007399,GO:0007416,GO:0007416,GO:0007517,GO:0008283,GO:0009611,GO:0009986,GO:0016020,GO:0016787,GO:0017171,GO:0019695,GO:0030054,GO:0030424,GO:0030425,GO:0031225,GO:0031594,GO:0031623,GO:0032223,GO:0042136,GO:0042166,GO:0042166,GO:0042734,GO:0042803,GO:0042803,GO:0042982,GO:0043237,GO:0043621,GO:0045202,GO:0045211,GO:0045212,GO:0048471,GO:0048814,GO:0050714,GO:0050770,GO:0050804,GO:0051262,GO:0060041
ACIN1	14	14	23528356	apoptotic chromatin condensation inducer 1	GO:0000166,GO:0003676,GO:0005515,GO:0005634,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0006200,GO:0006915,GO:0006921,GO:0016887,GO:0019899,GO:0030218,GO:0030263,GO:0045657
ACLY	17	17	40024062	ATP citrate lyase	GO:0000166,GO:0003878,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005634,GO:0005730,GO:0005737,GO:0005739,GO:0005829,GO:0006101,GO:0006112,GO:0006200,GO:0008610,GO:0008815,GO:0009346,GO:0015936,GO:0016740,GO:0016874,GO:0019432,GO:0031325,GO:0035338,GO:0044255,GO:0046872,GO:0004775,GO:0044262
ACMSD	2	2	135596252	aminocarboxymuconate semialdehyde decarboxylase	GO:0001760,GO:0005829,GO:0006569,GO:0016829,GO:0034641,GO:0046872,GO:0046874
ACN9	7	7	96747035	Acn9p	GO:0005739,GO:0005758,GO:0006111
ACO1	9	9	32405504	Aco1p	GO:0003723,GO:0003723,GO:0003994,GO:0003994,GO:0005515,GO:0005515,GO:0005737,GO:0005739,GO:0005783,GO:0005794,GO:0005829,GO:0006099,GO:0006101,GO:0006101,GO:0006417,GO:0006879,GO:0009791,GO:0010040,GO:0010468,GO:0016829,GO:0030350,GO:0046872,GO:0050892,GO:0051539,GO:0052632,GO:0052633,GO:0008152
ACO2	22	22	41865150	Aco2p	GO:0003994,GO:0003994,GO:0005506,GO:0005634,GO:0005739,GO:0005759,GO:0005759,GO:0006091,GO:0006099,GO:0006099,GO:0006101,GO:0006102,GO:0016829,GO:0046872,GO:0051538,GO:0051539,GO:0052632,GO:0052633,GO:0008152
ACOT1	14	14	74004125	acyl-CoA thioesterase 1	GO:0000038,GO:0001676,GO:0004091,GO:0005737,GO:0005829,GO:0006629,GO:0006637,GO:0016290,GO:0016291,GO:0016787,GO:0016790
ACOT11	1	1	55013982	acyl-CoA thioesterase 11	GO:0004091,GO:0005737,GO:0006631,GO:0009266,GO:0009409,GO:0016291,GO:0016787,GO:0035556
ACOT12	5	5	80626212	acyl-CoA thioesterase 12	GO:0003986,GO:0004091,GO:0005524,GO:0005737,GO:0005829,GO:0006084,GO:0006629,GO:0006631,GO:0006637,GO:0016787
ACOT13	6	6	24687909	acyl-CoA thioesterase 13	GO:0005737,GO:0005739,GO:0016291,GO:0016291,GO:0016787,GO:0051289,GO:0051289
ACOT2	14	14	74035944	acyl-CoA thioesterase 2	GO:0000038,GO:0001676,GO:0004091,GO:0005515,GO:0005739,GO:0006629,GO:0006637,GO:0006637,GO:0016290,GO:0016291,GO:0016291,GO:0016787,GO:0016790
ACOT4	14	14	74058663	acyl-CoA thioesterase 4-like	GO:0000038,GO:0001676,GO:0004091,GO:0005777,GO:0006104,GO:0006629,GO:0006637,GO:0016290,GO:0016291,GO:0016787,GO:0016790,GO:0019605,GO:0032788,GO:0032789,GO:0043648,GO:0046459
ACOT6	14	14	74083878	acyl-CoA thioesterase 6	GO:0004091,GO:0005737,GO:0005829,GO:0016787
ACOT7	1	1	6324656	acyl-CoA thioesterase 7	GO:0000062,GO:0003824,GO:0004091,GO:0005634,GO:0005730,GO:0005737,GO:0005739,GO:0005829,GO:0005829,GO:0006629,GO:0009062,GO:0016290,GO:0016787,GO:0047617
ACOT7L	4	4	40058819	NA	GO:0004091,GO:0005737,GO:0016290,GO:0016787
ACOT8	20	20	44470476	acyl-CoA thioesterase 8	GO:0003986,GO:0004091,GO:0005515,GO:0005739,GO:0005777,GO:0005782,GO:0005782,GO:0006629,GO:0006637,GO:0006699,GO:0006699,GO:0007031,GO:0008206,GO:0016289,GO:0016291,GO:0016787,GO:0033540,GO:0033540,GO:0033882,GO:0044255,GO:0044419
ACOT9	X	X	23722010	acyl-CoA thioesterase 9	GO:0003986,GO:0004091,GO:0005739,GO:0006637,GO:0016787
ACOX1	17	17	73942828	acyl-CoA oxidase 1, palmitoyl	GO:0000038,GO:0003995,GO:0003997,GO:0003997,GO:0003997,GO:0003997,GO:0005737,GO:0005739,GO:0005777,GO:0005777,GO:0005778,GO:0005782,GO:0006091,GO:0006629,GO:0006693,GO:0007283,GO:0019395,GO:0033540,GO:0033540,GO:0044255,GO:0044255,GO:0047485,GO:0050660
ACOX2	3	3	58490950	Acyl-coenzyme A oxidase (Acyl-CoA oxidase)	GO:0003997,GO:0003997,GO:0005504,GO:0005777,GO:0005782,GO:0005782,GO:0005782,GO:0006631,GO:0006699,GO:0006699,GO:0008206,GO:0016402,GO:0033540,GO:0033791,GO:0044255,GO:0050660,GO:0003995
ACOX3	4	4	8372674	acyl-CoA oxidase 3, pristanoyl	GO:0003995,GO:0003997,GO:0005739,GO:0005777,GO:0005782,GO:0006631,GO:0008206,GO:0016402,GO:0033540,GO:0044255,GO:0050660
ACOXL	2	2	111525966	acyl-CoA oxidase-like	GO:0003995,GO:0003997,GO:0005777,GO:0006635
ACP1	2	2	278282	Acp1p	GO:0003993,GO:0004726,GO:0005625,GO:0005634,GO:0005737,GO:0005737,GO:0009898,GO:0016787,GO:0042802
ACP2	11	11	47261666	mitochondrial acyl carrier protein	GO:0001501,GO:0001784,GO:0003993,GO:0004721,GO:0005764,GO:0005765,GO:0007040,GO:0010033,GO:0016020,GO:0016021,GO:0016787,GO:0019717,GO:0043202
ACP5	19	19	11685824	acid phosphatase 5, tartrate resistant	GO:0003993,GO:0005764,GO:0005829,GO:0006766,GO:0006767,GO:0008198,GO:0008199,GO:0016021,GO:0016311,GO:0016787,GO:0032496,GO:0032691,GO:0032695,GO:0032720,GO:0032929,GO:0034097,GO:0045019,GO:0045453,GO:0046872,GO:0050728,GO:0050830,GO:0060349
ACP6	1	1	147119224	acid phosphatase 6, lysophosphatidic	GO:0003993,GO:0005515,GO:0005576,GO:0005739,GO:0006629,GO:0016787
ACPL2	3	3	140979017	acid phosphatase-like 2	GO:0003993,GO:0005576,GO:0016787
ACPP	3	3	132036300	acid phosphatase, prostate	GO:0003993,GO:0005576,GO:0005765,GO:0016020,GO:0016787
ACPT	19	19	51293671	cis-prenyltransferase	GO:0003993,GO:0016020,GO:0016021,GO:0016787
ACR	22	22	51176663	acrosin	GO:0002077,GO:0003677,GO:0004040,GO:0004252,GO:0005507,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005537,GO:0005798,GO:0007190,GO:0007338,GO:0007339,GO:0007340,GO:0007341,GO:0008144,GO:0008233,GO:0008270,GO:0009607,GO:0042806,GO:0043159,GO:0043234,GO:0048545,GO:0006508
ACRBP	12	12	6747447	acrosin binding protein	GO:0001669,GO:0003674,GO:0005575,GO:0005576,GO:0008150,GO:0031410
ACRC	X	X	70800671	acidic repeat containing	GO:0005634
ACRV1	11	11	125542487	acrosomal vesicle protein 1	GO:0001669,GO:0007275,GO:0031410
ACSBG1	15	15	78463785	acyl-CoA synthetase bubblegum family member 1	GO:0000038,GO:0000166,GO:0001552,GO:0001676,GO:0004467,GO:0005524,GO:0005737,GO:0005783,GO:0005792,GO:0006629,GO:0016023,GO:0016874,GO:0031957,GO:0042552,GO:0051384
ACSBG2	19	19	6141554	acyl-CoA synthetase bubblegum family member 2	GO:0000166,GO:0004467,GO:0005524,GO:0005737,GO:0005739,GO:0005792,GO:0005829,GO:0006629,GO:0006631,GO:0006631,GO:0007275,GO:0007283,GO:0016020,GO:0016291,GO:0016874,GO:0030154
ACSF2	17	17	48503622	acyl-CoA synthetase family member 2	GO:0000166,GO:0005524,GO:0005739,GO:0006629,GO:0006631,GO:0016874
ACSF3	16	16	89167089	acyl-CoA synthetase family member 3	GO:0000166,GO:0005524,GO:0005739,GO:0006629,GO:0006631,GO:0016874,GO:0016878
ACSL1	4	4	185678278	acyl-CoA synthetase long-chain family member 1	GO:0000166,GO:0004467,GO:0005524,GO:0005739,GO:0005741,GO:0005777,GO:0005778,GO:0005783,GO:0005789,GO:0005792,GO:0006631,GO:0007586,GO:0016020,GO:0016021,GO:0016874,GO:0019432,GO:0035338,GO:0035338,GO:0044255,GO:0046320
ACSL3	2	2	223773490	acyl-CoA synthetase long-chain family member 3	GO:0000166,GO:0004321,GO:0004467,GO:0005515,GO:0005524,GO:0005739,GO:0005741,GO:0005777,GO:0005778,GO:0005783,GO:0005789,GO:0005792,GO:0006633,GO:0007420,GO:0007584,GO:0014070,GO:0016020,GO:0016021,GO:0016874,GO:0019432,GO:0035338,GO:0035338,GO:0044255
ACSL4	X	X	108887257	acyl-CoA synthetase long-chain family member 4	GO:0000166,GO:0004467,GO:0004467,GO:0005524,GO:0005739,GO:0005741,GO:0005777,GO:0005778,GO:0005783,GO:0005789,GO:0005792,GO:0006629,GO:0006631,GO:0007584,GO:0007611,GO:0015908,GO:0016020,GO:0016021,GO:0016874,GO:0019432,GO:0035338,GO:0035338,GO:0043025,GO:0044255,GO:0060136,GO:0060996,GO:0070672
ACSL5	10	10	114154704	acyl-CoA synthetase long-chain family member 5	GO:0000166,GO:0004467,GO:0005524,GO:0005739,GO:0005741,GO:0005743,GO:0005783,GO:0005789,GO:0006631,GO:0007584,GO:0008654,GO:0009744,GO:0009749,GO:0010747,GO:0010867,GO:0015908,GO:0016020,GO:0016021,GO:0016874,GO:0019432,GO:0032000,GO:0032869,GO:0035338,GO:0035338,GO:0044255,GO:0070723
ACSL6	5	5	131289926	acyl-CoA synthetase long-chain family member 6	GO:0000166,GO:0004467,GO:0004467,GO:0005524,GO:0005739,GO:0005741,GO:0005777,GO:0005778,GO:0005783,GO:0005789,GO:0005792,GO:0005886,GO:0006631,GO:0006637,GO:0007405,GO:0016021,GO:0016874,GO:0019432,GO:0035338,GO:0035338,GO:0044255
ACSM1	16	16	20634807	acyl-CoA synthetase medium-chain family member 1	GO:0000166,GO:0003996,GO:0005524,GO:0005525,GO:0005739,GO:0005759,GO:0005759,GO:0005759,GO:0006629,GO:0006633,GO:0006805,GO:0006805,GO:0006805,GO:0006805,GO:0006805,GO:0006805,GO:0015645,GO:0015980,GO:0016405,GO:0016405,GO:0016874,GO:0018874,GO:0019395,GO:0019605,GO:0046872,GO:0047760
ACSM2A	16	16	20471436	acyl-CoA synthetase medium-chain family member 2A	GO:0000166,GO:0005524,GO:0005739,GO:0005759,GO:0006629,GO:0006631,GO:0016874,GO:0046872,GO:0047760
ACSM2B	16	16	20548579	acyl-CoA synthetase medium-chain family member 2B	GO:0000166,GO:0005524,GO:0005739,GO:0005759,GO:0005759,GO:0005759,GO:0006629,GO:0006631,GO:0006805,GO:0006805,GO:0006805,GO:0006805,GO:0006805,GO:0006805,GO:0006805,GO:0016405,GO:0016405,GO:0016405,GO:0016874,GO:0046872,GO:0047760
ACSM3	16	16	20781356	acyl-CoA synthetase medium-chain family member 3	GO:0000166,GO:0003674,GO:0005524,GO:0005575,GO:0005739,GO:0005759,GO:0006629,GO:0006633,GO:0008217,GO:0015645,GO:0016874,GO:0046872,GO:0047760
ACSM4	12	12	7456927	acyl-CoA synthetase medium-chain family member 4	GO:0000166,GO:0004321,GO:0005524,GO:0005739,GO:0005739,GO:0005759,GO:0006629,GO:0006631,GO:0006637,GO:0016874,GO:0046872,GO:0047760
ACSM5	16	16	20422806	acyl-CoA synthetase medium-chain family member 5	GO:0000166,GO:0005524,GO:0005525,GO:0005739,GO:0005759,GO:0006629,GO:0006631,GO:0016874,GO:0046872,GO:0047760
ACSS1	20	20	24988397	acyl-CoA synthetase short-chain family member 1	GO:0000166,GO:0003987,GO:0003987,GO:0005515,GO:0005515,GO:0005524,GO:0005739,GO:0005759,GO:0005759,GO:0006069,GO:0006085,GO:0006805,GO:0006805,GO:0016208,GO:0016874
